Идентификатор объекта;Адрес недвижимости;Тип недвижимости;Площадь объекта;Цена;Количество комнат;Состояние объекта;Контактные данные собственника;Статус объекта;Дата добавления информации
6488;к. Александров, пер. Подлесный, д. 798 стр. 56, 059995;земельный участок;120;4872130;2;жилое;+7 (743) 826-1771;зарезервирован;20.09.2020
6489;п. Муравленко, пр. Шоссейный, д. 266, 295626;дом;175;19981844;2;новостройка;82713006066;продается;23.11.2020
6490;ст. Нефтеюганск, наб. Социалистическая, д. 855 к. 8/8, 986664;дом;113;11757877;3;требует ремонта;+7 (670) 259-7776;сдается;09.06.2022
6491;к. Камень-на-Оби, бул. Северный, д. 9 к. 68, 377360;квартира;28;12678863;3;новостройка;71974956505;зарезервирован;04.04.2022
6492;д. Красная Поляна, ул. Рязанская, д. 97, 323655;земельный участок;36;5189381;3;новостройка;+7 122 206 57 99;зарезервирован;20.07.2021
6493;г. Воронеж, алл. Кавказская, д. 9 к. 763, 764740;квартира;45;7377188;2;жилое;+7 (288) 453-12-77;зарезервирован;11.02.2022
6494;д. Муром, ш. Рабочее, д. 5/4 стр. 9, 458309;дом;145;16312337;1;требует ремонта;73 691 227 500;сдается;22.11.2021
6495;клх Братск, пер. Лесхозный, д. 1/6, 878716;земельный участок;96;11820535;2;новостройка;+7 (649) 222-5381;сдается;18.12.2022
6496;с. Инта, алл. Коммунистическая, д. 4/3 к. 49, 592769;земельный участок;161;5139519;2;жилое;8 (768) 835-95-34;продается;16.12.2021
6497;клх Рыбинск, бул. Весенний, д. 3 стр. 7/5, 696529;земельный участок;193;4505788;5;требует ремонта;+7 (472) 153-58-46;зарезервирован;22.10.2020
6498;к. Карпинск, наб. Нижняя, д. 20 к. 9/8, 995195;земельный участок;100;14093566;3;жилое;+7 (339) 436-78-23;зарезервирован;18.08.2022
6499;д. Мурманск, пер. Свободы, д. 3 стр. 3/5, 957340;дом;145;9030796;5;новостройка;74414860430;продается;15.08.2020
6500;д. Нарткала, алл. Детская, д. 319 стр. 9/9, 818664;земельный участок;22;12394048;3;жилое;8 (198) 496-8980;продается;29.10.2020
6501;к. Октябрьское (Челяб.), бул. Вишневый, д. 44 стр. 38, 251083;квартира;177;3755140;4;требует ремонта;80040364076;сдается;29.07.2020
6502;п. Серпухов, бул. Металлистов, д. 296 стр. 46, 832159;земельный участок;154;18086846;2;требует ремонта;81516049120;зарезервирован;13.08.2022
6503;ст. Апшеронск, алл. Сибирская, д. 2/3 стр. 117, 320814;квартира;145;6560927;2;жилое;77898932402;сдается;13.06.2021
6504;п. Тулпан, наб. Парижской Коммуны, д. 33, 343385;квартира;44;10159911;1;жилое;8 394 317 92 70;зарезервирован;02.07.2022
6505;с. Кандалакша, алл. Камская, д. 8 стр. 2, 398290;земельный участок;191;4089303;4;жилое;76 090 250 750;зарезервирован;24.09.2020
6506;ст. Байкальск, бул. Морской, д. 35 стр. 81, 158199;земельный участок;118;5680834;4;требует ремонта;8 168 235 92 77;сдается;27.01.2023
6507;клх Тутончаны, алл. Крымская, д. 9 к. 25, 099904;земельный участок;86;5519143;3;требует ремонта;8 825 847 44 29;зарезервирован;27.11.2020
6508;с. Ковров, ш. Хуторское, д. 65, 104038;земельный участок;165;6959603;4;требует ремонта;+7 (909) 929-80-41;сдается;15.09.2020
6509;д. Таштагол, алл. Панфилова, д. 5/5 к. 3, 418509;дом;34;7491024;5;новостройка;83672415108;сдается;31.07.2020
6510;п. Буденновск, наб. Дружбы, д. 8 к. 6, 967861;квартира;197;13814525;2;жилое;8 (795) 877-9674;зарезервирован;09.04.2023
6511;г. Люберцы, пр. Кубанский, д. 363 стр. 595, 732596;квартира;144;5487641;5;жилое;70558880465;продается;09.01.2021
6512;к. Камень-на-Оби, алл. Смирнова, д. 2 стр. 4/2, 750146;квартира;51;16090101;2;жилое;79811589010;сдается;20.05.2023
6513;ст. Александров Гай, бул. 40 лет Октября, д. 38 стр. 18, 762078;дом;67;12249388;4;требует ремонта;78 262 050 618;зарезервирован;23.04.2021
6514;ст. Томари, ш. Дзержинского, д. 6/5, 387249;квартира;64;4906927;4;жилое;+7 (534) 298-9027;сдается;24.10.2021
6515;с. Ивдель, бул. Волочаевский, д. 1 к. 73, 185777;дом;62;15878405;4;требует ремонта;+7 (214) 391-58-57;зарезервирован;24.12.2022
6516;п. Усть-Ордынский, наб. Станционная, д. 19, 194134;дом;168;12890653;5;требует ремонта;+7 (748) 275-51-51;сдается;27.08.2021
6517;д. Горячий Ключ, бул. Февральский, д. 859 стр. 7, 393573;дом;120;19584225;1;новостройка;+7 (510) 270-2274;сдается;21.11.2020
6518;ст. Набережные Челны, алл. Промышленная, д. 5 стр. 77, 825220;земельный участок;37;7349356;2;требует ремонта;8 (335) 290-62-50;сдается;01.05.2022
6519;к. Буденновск, ш. Техническое, д. 43, 260344;земельный участок;37;12154517;3;новостройка;8 (326) 372-12-81;сдается;15.04.2022
6520;клх Борзя, пр. Спортивный, д. 3/1 стр. 886, 969761;дом;24;7327186;3;новостройка;83135672291;продается;02.02.2021
6521;клх Астрахань, пр. Леонова, д. 6, 703437;дом;41;8609344;5;новостройка;74 734 492 423;зарезервирован;30.09.2022
6522;д. Аша, ул. Леваневского, д. 77 стр. 8/8, 310738;земельный участок;37;2731769;5;требует ремонта;72 388 067 522;продается;11.10.2020
6523;п. Двинской, пр. Колхозный, д. 6/8 к. 7, 705608;дом;28;1789277;5;новостройка;+7 520 882 28 06;продается;12.07.2022
6524;п. Буйнакск, ш. Заозерное, д. 310 стр. 7/6, 012375;земельный участок;175;5275367;3;требует ремонта;72152828075;продается;14.04.2021
6525;с. Смоленск, наб. Новгородская, д. 273 к. 89, 365063;земельный участок;170;5657435;5;требует ремонта;70487225488;продается;01.04.2023
6526;г. Озеры, ш. Димитрова, д. 3 к. 4, 070572;квартира;199;10025434;5;новостройка;85234697608;продается;07.07.2021
6527;д. Новая Игирма, пр. Панфилова, д. 8/3 стр. 7, 963033;земельный участок;119;16243445;5;требует ремонта;70142631154;сдается;04.02.2022
6528;к. Ярославль, пр. Социалистический, д. 2 стр. 372, 572483;квартира;168;3212113;1;новостройка;81 767 143 386;зарезервирован;26.11.2022
6529;д. Кулунда, пер. Островского, д. 8 к. 25, 774833;квартира;108;6080576;4;жилое;+7 644 152 84 64;продается;10.03.2022
6530;п. Каргасок, пр. Зеленый, д. 786, 452484;квартира;88;19379386;5;новостройка;8 (424) 912-47-31;сдается;30.05.2023
6531;п. Киров (Вятка), пр. Пушкинский, д. 2/8, 008307;дом;61;8209176;4;жилое;+7 569 911 99 07;зарезервирован;29.08.2020
6532;с. Кисловодск, ш. Студенческое, д. 21 стр. 3, 122192;земельный участок;186;14371354;2;требует ремонта;8 (997) 431-2349;продается;11.04.2022
6533;г. Юрьев-Польский, наб. Вольная, д. 337 стр. 8/6, 279672;дом;168;16370656;3;требует ремонта;72926268134;сдается;06.02.2022
6534;клх Крымск, ш. Запорожское, д. 51 стр. 45, 618116;земельный участок;78;1595797;3;требует ремонта;87 703 013 470;продается;26.11.2020
6535;г. Буденновск, пер. Новосельский, д. 5/3 к. 97, 760656;земельный участок;132;11690990;2;новостройка;84439545665;зарезервирован;10.01.2023
6536;к. Волгодонск, ул. З.Космодемьянской, д. 8/6 стр. 2, 041843;дом;133;7149682;1;жилое;72 287 618 442;зарезервирован;21.06.2023
6537;с. Сладково, наб. Донская, д. 1/2 к. 7/3, 593146;земельный участок;67;7419815;3;требует ремонта;+7 (100) 185-1231;продается;04.05.2021
6538;с. Троицко-Печорск, ул. Иркутская, д. 2/6, 101399;земельный участок;32;17726159;4;требует ремонта;74 112 047 993;сдается;14.12.2020
6539;с. Вендинга, наб. Овражная, д. 745 к. 7, 268443;квартира;194;15654910;3;жилое;+7 (918) 083-4972;продается;26.12.2022
6540;с. Беслан, ул. Краснодарская, д. 7/2 стр. 9/8, 835386;дом;153;12555091;3;требует ремонта;8 (507) 545-25-99;зарезервирован;22.01.2022
6541;ст. Губкин, ул. Западная, д. 93 стр. 65, 773971;квартира;125;4421143;3;новостройка;8 (752) 392-4081;зарезервирован;22.11.2020
6542;п. Куртамыш, наб. Водопроводная, д. 5/1, 703351;квартира;48;9383326;3;требует ремонта;89994048505;зарезервирован;06.11.2022
6543;клх Оймякон, пр. Пархоменко, д. 519 к. 1/8, 164665;земельный участок;156;18090437;5;жилое;+7 (001) 743-56-22;зарезервирован;13.11.2020
6544;клх Когалым, ш. Деповское, д. 221 стр. 1, 485248;земельный участок;125;3324354;2;новостройка;8 667 040 55 14;зарезервирован;07.04.2023
